Year,Day,Month,Weekday,Time slot,Number of trips,Average number of journeys,Total duration of journeys (mn),Durée moyenne d'un trajet
2015,4,April,Wednesday,00H - 01H,12,0.05607476636,127,10.58333333
2015,4,April,Wednesday,01H - 02H,16,0.07476635514,98,6.125
2015,4,April,Wednesday,02H - 03H,7,0.03271028037,56,8
2015,4,April,Wednesday,03H - 04H,3,0.01401869159,26,8.666666667
2015,4,April,Wednesday,04H - 05H,2,0.009345794393,38,19
2015,4,April,Wednesday,05H - 06H,7,0.03271028037,93,13.28571429
2015,4,April,Wednesday,06H - 07H,151,0.7056074766,3955,26.19205298
2015,4,April,Wednesday,07H - 08H,349,1.630841121,4354,12.4756447
2015,4,April,Wednesday,08H - 09H,481,2.247663551,5539,11.51559252
2015,4,April,Wednesday,09H - 10H,361,1.686915888,8110,22.46537396
2015,4,April,Wednesday,10H - 11H,192,0.8971962617,4431,23.078125
2015,4,April,Wednesday,11H - 12H,247,1.154205607,3300,13.36032389
2015,4,April,Wednesday,12H - 13H,327,1.528037383,8306,25.40061162
2015,4,April,Wednesday,13H - 14H,278,1.299065421,46205,166.205036
2015,4,April,Wednesday,14H - 15H,269,1.257009346,4543,16.88847584
2015,4,April,Wednesday,15H - 16H,297,1.387850467,3869,13.02693603
2015,4,April,Wednesday,16H - 17H,438,2.046728972,5135,11.72374429
2015,4,April,Wednesday,17H - 18H,677,3.163551402,7613,11.24519941
2015,4,April,Wednesday,18H - 19H,633,2.957943925,7271,11.48657188
2015,4,April,Wednesday,19H - 20H,398,1.859813084,6524,16.3919598
2015,4,April,Wednesday,20H - 21H,328,1.53271028,13240,40.36585366
2015,4,April,Wednesday,21H - 22H,196,0.9158878505,14087,71.87244898
2015,4,April,Wednesday,22H - 23H,96,0.4485981308,935,9.739583333
2015,4,April,Wednesday,23H - 24H,55,0.2570093458,526,9.563636364
2015,4,April,Thursday,00H - 01H,21,0.09813084112,192,9.142857143
2015,4,April,Thursday,01H - 02H,15,0.07009345794,221,14.73333333
2015,4,April,Thursday,02H - 03H,6,0.02803738318,54,9
2015,4,April,Thursday,03H - 04H,4,0.01869158879,30,7.5
2015,4,April,Thursday,04H - 05H,1,0.004672897196,8,8
2015,4,April,Thursday,06H - 07H,179,0.8364485981,3054,17.06145251
2015,4,April,Thursday,07H - 08H,367,1.714953271,4554,12.40871935
2015,4,April,Thursday,08H - 09H,646,3.018691589,9177,14.20588235
2015,4,April,Thursday,09H - 10H,459,2.144859813,7796,16.98474946
2015,4,April,Thursday,10H - 11H,258,1.205607477,24268,94.0620155
2015,4,April,Thursday,11H - 12H,331,1.546728972,12433,37.56193353
2015,4,April,Thursday,12H - 13H,463,2.163551402,5742,12.40172786
2015,4,April,Thursday,13H - 14H,342,1.598130841,50450,147.5146199
2015,4,April,Thursday,14H - 15H,355,1.658878505,4875,13.73239437
2015,4,April,Thursday,15H - 16H,405,1.892523364,5281,13.03950617
2015,4,April,Thursday,16H - 17H,567,2.64953271,8067,14.22751323
2015,4,April,Thursday,17H - 18H,746,3.485981308,9598,12.86595174
2015,4,April,Thursday,18H - 19H,676,3.158878505,8230,12.17455621
2015,4,April,Thursday,19H - 20H,541,2.528037383,9104,16.82809612
2015,4,April,Thursday,20H - 21H,422,1.971962617,11259,26.68009479
2015,4,April,Thursday,21H - 22H,247,1.154205607,8789,35.58299595
2015,4,April,Thursday,22H - 23H,183,0.8551401869,1828,9.989071038
2015,4,April,Thursday,23H - 24H,111,0.5186915888,939,8.459459459
2015,4,April,Friday,00H - 01H,31,0.1448598131,255,8.225806452
2015,4,April,Friday,01H - 02H,14,0.06542056075,105,7.5
2015,4,April,Friday,02H - 03H,5,0.02336448598,47,9.4
2015,4,April,Friday,03H - 04H,7,0.03271028037,42,6
2015,4,April,Friday,04H - 05H,5,0.02336448598,26,5.2
2015,4,April,Friday,05H - 06H,1,0.004672897196,11,11
2015,4,April,Friday,06H - 07H,151,0.7056074766,4756,31.49668874
2015,4,April,Friday,07H - 08H,293,1.369158879,3705,12.64505119
2015,4,April,Friday,08H - 09H,494,2.308411215,5824,11.78947368
2015,4,April,Friday,09H - 10H,347,1.621495327,6595,19.00576369
2015,4,April,Friday,10H - 11H,183,0.8551401869,2342,12.79781421
2015,4,April,Friday,11H - 12H,249,1.163551402,4848,19.46987952
2015,4,April,Friday,12H - 13H,300,1.401869159,3342,11.14
2015,4,April,Friday,13H - 14H,235,1.098130841,2929,12.46382979
2015,4,April,Friday,14H - 15H,223,1.042056075,3015,13.52017937
2015,4,April,Friday,15H - 16H,354,1.654205607,4255,12.01977401
2015,4,April,Friday,16H - 17H,388,1.813084112,5011,12.91494845
2015,4,April,Friday,17H - 18H,478,2.23364486,5795,12.12343096
2015,4,April,Friday,18H - 19H,389,1.817757009,5145,13.22622108
2015,4,April,Friday,19H - 20H,266,1.242990654,4158,15.63157895
2015,4,April,Friday,20H - 21H,258,1.205607477,12568,48.71317829
2015,4,April,Friday,21H - 22H,172,0.8037383178,45713,265.7732558
2015,4,April,Friday,22H - 23H,86,0.4018691589,966,11.23255814
2015,4,April,Friday,23H - 24H,68,0.3177570093,775,11.39705882
2015,4,April,Saturday,00H - 01H,61,0.285046729,650,10.6557377
2015,4,April,Saturday,01H - 02H,52,0.2429906542,466,8.961538462
2015,4,April,Saturday,02H - 03H,31,0.1448598131,326,10.51612903
2015,4,April,Saturday,03H - 04H,26,0.1214953271,319,12.26923077
2015,4,April,Saturday,04H - 05H,16,0.07476635514,134,8.375
2015,4,April,Saturday,05H - 06H,6,0.02803738318,53,8.833333333
2015,4,April,Saturday,06H - 07H,10,0.04672897196,99,9.9
2015,4,April,Saturday,07H - 08H,18,0.08411214953,197,10.94444444
2015,4,April,Saturday,08H - 09H,82,0.3831775701,1444,17.6097561
2015,4,April,Saturday,09H - 10H,139,0.6495327103,2727,19.61870504
2015,4,April,Saturday,10H - 11H,141,0.6588785047,3106,22.02836879
2015,4,April,Saturday,11H - 12H,174,0.8130841121,15657,89.98275862
2015,4,April,Saturday,12H - 13H,230,1.074766355,4025,17.5
2015,4,April,Saturday,13H - 14H,255,1.191588785,6301,24.70980392
2015,4,April,Saturday,14H - 15H,301,1.406542056,5242,17.41528239
2015,4,April,Saturday,15H - 16H,305,1.425233645,5696,18.67540984
2015,4,April,Saturday,16H - 17H,266,1.242990654,3927,14.76315789
2015,4,April,Saturday,17H - 18H,307,1.434579439,4581,14.9218241
2015,4,April,Saturday,18H - 19H,295,1.378504673,4715,15.98305085
2015,4,April,Saturday,19H - 20H,287,1.341121495,4166,14.51567944
2015,4,April,Saturday,20H - 21H,293,1.369158879,3860,13.17406143
2015,4,April,Saturday,21H - 22H,191,0.8925233645,2525,13.21989529
2015,4,April,Saturday,22H - 23H,127,0.5934579439,1662,13.08661417
2015,4,April,Saturday,23H - 24H,88,0.4112149533,2293,26.05681818
2015,4,April,Sunday,00H - 01H,44,0.2056074766,459,10.43181818
2015,4,April,Sunday,01H - 02H,36,0.1682242991,387,10.75
2015,4,April,Sunday,02H - 03H,30,0.1401869159,270,9
2015,4,April,Sunday,03H - 04H,22,0.1028037383,179,8.136363636
2015,4,April,Sunday,04H - 05H,19,0.08878504673,162,8.526315789
2015,4,April,Sunday,05H - 06H,9,0.04205607477,81,9
2015,4,April,Sunday,06H - 07H,10,0.04672897196,126,12.6
2015,4,April,Sunday,07H - 08H,25,0.1168224299,208,8.32
2015,4,April,Sunday,08H - 09H,118,0.5514018692,2581,21.87288136
2015,4,April,Sunday,09H - 10H,121,0.5654205607,29904,247.1404959
2015,4,April,Sunday,10H - 11H,94,0.4392523364,2086,22.19148936
2015,4,April,Sunday,11H - 12H,124,0.5794392523,2381,19.2016129
2015,4,April,Sunday,12H - 13H,135,0.6308411215,2163,16.02222222
2015,4,April,Sunday,13H - 14H,224,1.046728972,3324,14.83928571
2015,4,April,Sunday,14H - 15H,229,1.070093458,3738,16.3231441
2015,4,April,Sunday,15H - 16H,207,0.9672897196,2937,14.1884058
2015,4,April,Sunday,16H - 17H,205,0.9579439252,54415,265.4390244
2015,4,April,Sunday,17H - 18H,215,1.004672897,2833,13.17674419
2015,4,April,Sunday,18H - 19H,241,1.126168224,4364,18.10788382
2015,4,April,Sunday,19H - 20H,216,1.009345794,4181,19.35648148
2015,4,April,Sunday,20H - 21H,123,0.5747663551,2233,18.15447154
2015,4,April,Sunday,21H - 22H,107,0.5,2560,23.92523364
2015,4,April,Sunday,22H - 23H,78,0.3644859813,893,11.44871795
2015,4,April,Sunday,23H - 24H,27,0.1261682243,310,11.48148148
2015,4,April,Monday,00H - 01H,15,0.07009345794,283,18.86666667
2015,4,April,Monday,01H - 02H,8,0.03738317757,79,9.875
2015,4,April,Monday,02H - 03H,4,0.01869158879,39,9.75
2015,4,April,Monday,03H - 04H,2,0.009345794393,16,8
2015,4,April,Monday,04H - 05H,3,0.01401869159,20,6.666666667
2015,4,April,Monday,05H - 06H,4,0.01869158879,36,9
2015,4,April,Monday,06H - 07H,103,0.4813084112,1561,15.15533981
2015,4,April,Monday,07H - 08H,299,1.397196262,3538,11.83277592
2015,4,April,Monday,08H - 09H,435,2.03271028,6073,13.96091954
2015,4,April,Monday,09H - 10H,344,1.607476636,5018,14.5872093
2015,4,April,Monday,10H - 11H,192,0.8971962617,2643,13.765625
2015,4,April,Monday,11H - 12H,279,1.303738318,16003,57.35842294
2015,4,April,Monday,12H - 13H,335,1.565420561,4194,12.51940299
2015,4,April,Monday,13H - 14H,247,1.154205607,57921,234.4979757
2015,4,April,Monday,14H - 15H,219,1.023364486,2467,11.26484018
2015,4,April,Monday,15H - 16H,227,1.060747664,2682,11.81497797
2015,4,April,Monday,16H - 17H,306,1.429906542,3685,12.04248366
2015,4,April,Monday,17H - 18H,439,2.051401869,5869,13.3690205
2015,4,April,Monday,18H - 19H,424,1.981308411,5751,13.56367925
2015,4,April,Monday,19H - 20H,366,1.710280374,9599,26.22677596
2015,4,April,Monday,20H - 21H,305,1.425233645,4509,14.78360656
2015,4,April,Monday,21H - 22H,202,0.9439252336,46581,230.5990099
2015,4,April,Monday,22H - 23H,113,0.5280373832,1697,15.01769912
2015,4,April,Monday,23H - 24H,49,0.2289719626,539,11
2015,4,April,Tuesday,00H - 01H,25,0.1168224299,293,11.72
2015,4,April,Tuesday,01H - 02H,9,0.04205607477,79,8.777777778
2015,4,April,Tuesday,02H - 03H,5,0.02336448598,37,7.4
2015,4,April,Tuesday,03H - 04H,4,0.01869158879,33,8.25
2015,4,April,Tuesday,05H - 06H,1,0.004672897196,12,12
2015,4,April,Tuesday,06H - 07H,155,0.7242990654,2802,18.07741935
2015,4,April,Tuesday,07H - 08H,417,1.948598131,5646,13.53956835
2015,4,April,Tuesday,08H - 09H,626,2.925233645,6768,10.8115016
2015,4,April,Tuesday,09H - 10H,429,2.004672897,6038,14.07459207
2015,4,April,Tuesday,10H - 11H,235,1.098130841,4543,19.33191489
2015,4,April,Tuesday,11H - 12H,283,1.322429907,3132,11.06713781
2015,4,April,Tuesday,12H - 13H,446,2.08411215,17522,39.28699552
2015,4,April,Tuesday,13H - 14H,285,1.331775701,3273,11.48421053
2015,4,April,Tuesday,14H - 15H,303,1.41588785,3527,11.64026403
2015,4,April,Tuesday,15H - 16H,314,1.46728972,4147,13.20700637
2015,4,April,Tuesday,16H - 17H,397,1.855140187,4136,10.41813602
2015,4,April,Tuesday,17H - 18H,662,3.093457944,19546,29.52567976
2015,4,April,Tuesday,18H - 19H,660,3.08411215,9115,13.81060606
2015,4,April,Tuesday,19H - 20H,422,1.971962617,5396,12.78672986
2015,4,April,Tuesday,20H - 21H,334,1.560747664,6158,18.43712575
2015,4,April,Tuesday,21H - 22H,165,0.7710280374,6688,40.53333333
2015,4,April,Tuesday,22H - 23H,87,0.4065420561,745,8.563218391
2015,4,April,Tuesday,23H - 24H,44,0.2056074766,457,10.38636364
2015,5,May,Wednesday,00H - 01H,51,0.238317757,483,9.470588235
2015,5,May,Wednesday,01H - 02H,22,0.1028037383,195,8.863636364
2015,5,May,Wednesday,02H - 03H,11,0.05140186916,62,5.636363636
2015,5,May,Wednesday,03H - 04H,8,0.03738317757,73,9.125
2015,5,May,Wednesday,04H - 05H,1,0.004672897196,13,13
2015,5,May,Wednesday,05H - 06H,9,0.04205607477,99,11
2015,5,May,Wednesday,06H - 07H,147,0.6869158879,2543,17.29931973
2015,5,May,Wednesday,07H - 08H,308,1.439252336,4073,13.22402597
2015,5,May,Wednesday,08H - 09H,410,1.91588785,4744,11.57073171
2015,5,May,Wednesday,09H - 10H,233,1.088785047,153968,660.806867
2015,5,May,Wednesday,10H - 11H,143,0.6682242991,151190,1057.272727
2015,5,May,Wednesday,11H - 12H,142,0.6635514019,1753,12.34507042
2015,5,May,Wednesday,12H - 13H,225,1.051401869,52946,235.3155556
2015,5,May,Wednesday,13H - 14H,164,0.7663551402,8221,50.12804878
2015,5,May,Wednesday,14H - 15H,142,0.6635514019,12120,85.35211268
2015,5,May,Wednesday,15H - 16H,190,0.8878504673,3358,17.67368421
2015,5,May,Wednesday,16H - 17H,309,1.443925234,3917,12.6763754
2015,5,May,Wednesday,17H - 18H,526,2.457943925,6737,12.80798479
2015,5,May,Wednesday,18H - 19H,541,2.528037383,6567,12.13863216
2015,5,May,Wednesday,19H - 20H,384,1.794392523,7100,18.48958333
2015,5,May,Wednesday,20H - 21H,328,1.53271028,12354,37.66463415
2015,5,May,Wednesday,21H - 22H,203,0.9485981308,4173,20.55665025
2015,5,May,Wednesday,22H - 23H,140,0.6542056075,1453,10.37857143
2015,5,May,Wednesday,23H - 24H,79,0.3691588785,826,10.4556962
2015,5,May,Thursday,00H - 01H,33,0.1542056075,889,26.93939394
2015,5,May,Thursday,01H - 02H,27,0.1261682243,253,9.37037037
2015,5,May,Thursday,02H - 03H,7,0.03271028037,50,7.142857143
2015,5,May,Thursday,03H - 04H,7,0.03271028037,48,6.857142857
2015,5,May,Thursday,04H - 05H,5,0.02336448598,39,7.8
2015,5,May,Thursday,05H - 06H,6,0.02803738318,48,8
2015,5,May,Thursday,06H - 07H,172,0.8037383178,3205,18.63372093
2015,5,May,Thursday,07H - 08H,537,2.509345794,6511,12.12476723
2015,5,May,Thursday,08H - 09H,806,3.76635514,8567,10.62903226
2015,5,May,Thursday,09H - 10H,557,2.602803738,7507,13.47755835
2015,5,May,Thursday,10H - 11H,345,1.612149533,4438,12.86376812
2015,5,May,Thursday,11H - 12H,391,1.827102804,5856,14.9769821
2015,5,May,Thursday,12H - 13H,520,2.429906542,52980,101.8846154
2015,5,May,Thursday,13H - 14H,395,1.845794393,41259,104.4531646
2015,5,May,Thursday,14H - 15H,357,1.668224299,3919,10.97759104
2015,5,May,Thursday,15H - 16H,379,1.771028037,27633,72.91029024
2015,5,May,Thursday,16H - 17H,516,2.411214953,6868,13.31007752
2015,5,May,Thursday,17H - 18H,901,4.210280374,11507,12.77136515
2015,5,May,Thursday,18H - 19H,897,4.191588785,11742,13.090301
2015,5,May,Thursday,19H - 20H,603,2.817757009,15327,25.41791045
2015,5,May,Thursday,20H - 21H,551,2.574766355,8014,14.54446461
2015,5,May,Thursday,21H - 22H,371,1.73364486,8749,23.58221024
2015,5,May,Thursday,22H - 23H,180,0.8411214953,1792,9.955555556
2015,5,May,Thursday,23H - 24H,97,0.453271028,887,9.144329897
2015,5,May,Friday,00H - 01H,117,0.546728972,1097,9.376068376
2015,5,May,Friday,01H - 02H,65,0.3037383178,646,9.938461538
2015,5,May,Friday,02H - 03H,51,0.238317757,466,9.137254902
2015,5,May,Friday,03H - 04H,26,0.1214953271,189,7.269230769
2015,5,May,Friday,04H - 05H,18,0.08411214953,135,7.5
2015,5,May,Friday,05H - 06H,15,0.07009345794,138,9.2
2015,5,May,Friday,06H - 07H,201,0.9392523364,3657,18.19402985
2015,5,May,Friday,07H - 08H,598,2.794392523,6885,11.51337793
2015,5,May,Friday,08H - 09H,807,3.771028037,8866,10.98636927
2015,5,May,Friday,09H - 10H,498,2.327102804,25712,51.63052209
2015,5,May,Friday,10H - 11H,377,1.761682243,5582,14.80636605
2015,5,May,Friday,11H - 12H,434,2.028037383,5051,11.63824885
2015,5,May,Friday,12H - 13H,635,2.96728972,8027,12.64094488
2015,5,May,Friday,13H - 14H,558,2.607476636,12924,23.16129032
2015,5,May,Friday,14H - 15H,501,2.341121495,6707,13.38722555
2015,5,May,Friday,15H - 16H,756,3.53271028,14582,19.28835979
2015,5,May,Friday,16H - 17H,800,3.738317757,70644,88.305
2015,5,May,Friday,17H - 18H,915,4.275700935,12250,13.38797814
2015,5,May,Friday,18H - 19H,860,4.018691589,11825,13.75
2015,5,May,Friday,19H - 20H,677,3.163551402,67644,99.91728213
2015,5,May,Friday,20H - 21H,640,2.990654206,30344,47.4125
2015,5,May,Friday,21H - 22H,451,2.107476636,35944,79.69844789
2015,5,May,Friday,22H - 23H,270,1.261682243,2813,10.41851852
2015,5,May,Friday,23H - 24H,189,0.8831775701,2025,10.71428571
2015,5,May,Saturday,00H - 01H,136,0.6355140187,1380,10.14705882
2015,5,May,Saturday,01H - 02H,121,0.5654205607,1725,14.25619835
2015,5,May,Saturday,02H - 03H,64,0.2990654206,582,9.09375
2015,5,May,Saturday,03H - 04H,60,0.2803738318,587,9.783333333
2015,5,May,Saturday,04H - 05H,56,0.261682243,543,9.696428571
2015,5,May,Saturday,05H - 06H,29,0.1355140187,274,9.448275862
2015,5,May,Saturday,06H - 07H,34,0.1588785047,361,10.61764706
2015,5,May,Saturday,07H - 08H,69,0.3224299065,758,10.98550725
2015,5,May,Saturday,08H - 09H,134,0.6261682243,2464,18.3880597
2015,5,May,Saturday,09H - 10H,259,1.210280374,3630,14.01544402
2015,5,May,Saturday,10H - 11H,332,1.551401869,6085,18.32831325
2015,5,May,Saturday,11H - 12H,364,1.700934579,17571,48.27197802
2015,5,May,Saturday,12H - 13H,424,1.981308411,7161,16.88915094
2015,5,May,Saturday,13H - 14H,505,2.359813084,12670,25.08910891
2015,5,May,Saturday,14H - 15H,535,2.5,9457,17.67663551
2015,5,May,Saturday,15H - 16H,562,2.626168224,15608,27.77224199
2015,5,May,Saturday,16H - 17H,530,2.476635514,15689,29.60188679
2015,5,May,Saturday,17H - 18H,380,1.775700935,5156,13.56842105
2015,5,May,Saturday,18H - 19H,434,2.028037383,6530,15.04608295
2015,5,May,Saturday,19H - 20H,369,1.724299065,6202,16.80758808
2015,5,May,Saturday,20H - 21H,397,1.855140187,5227,13.16624685
2015,5,May,Saturday,21H - 22H,361,1.686915888,5583,15.46537396
2015,5,May,Saturday,22H - 23H,244,1.140186916,3173,13.00409836
2015,5,May,Saturday,23H - 24H,172,0.8037383178,1885,10.95930233
2015,5,May,Sunday,00H - 01H,104,0.4859813084,1120,10.76923077
2015,5,May,Sunday,01H - 02H,78,0.3644859813,740,9.487179487
2015,5,May,Sunday,02H - 03H,81,0.3785046729,752,9.283950617
2015,5,May,Sunday,03H - 04H,44,0.2056074766,369,8.386363636
2015,5,May,Sunday,04H - 05H,31,0.1448598131,287,9.258064516
2015,5,May,Sunday,05H - 06H,30,0.1401869159,291,9.7
2015,5,May,Sunday,06H - 07H,22,0.1028037383,228,10.36363636
2015,5,May,Sunday,07H - 08H,34,0.1588785047,306,9
2015,5,May,Sunday,08H - 09H,190,0.8878504673,2901,15.26842105
2015,5,May,Sunday,09H - 10H,228,1.065420561,3467,15.20614035
2015,5,May,Sunday,10H - 11H,246,1.14953271,4266,17.34146341
2015,5,May,Sunday,11H - 12H,269,1.257009346,4904,18.23048327
2015,5,May,Sunday,12H - 13H,349,1.630841121,6528,18.70487106
2015,5,May,Sunday,13H - 14H,435,2.03271028,7447,17.11954023
2015,5,May,Sunday,14H - 15H,485,2.26635514,8812,18.16907216
2015,5,May,Sunday,15H - 16H,497,2.322429907,31628,63.63782696
2015,5,May,Sunday,16H - 17H,470,2.196261682,24628,52.4
2015,5,May,Sunday,17H - 18H,463,2.163551402,7844,16.94168467
2015,5,May,Sunday,18H - 19H,470,2.196261682,7287,15.50425532
2015,5,May,Sunday,19H - 20H,458,2.140186916,6101,13.3209607
2015,5,May,Sunday,20H - 21H,388,1.813084112,5326,13.72680412
2015,5,May,Sunday,21H - 22H,296,1.38317757,3692,12.47297297
2015,5,May,Sunday,22H - 23H,190,0.8878504673,2365,12.44736842
2015,5,May,Sunday,23H - 24H,80,0.3738317757,1289,16.1125
2015,5,May,Monday,00H - 01H,23,0.1074766355,360,15.65217391
2015,5,May,Monday,01H - 02H,12,0.05607476636,171,14.25
2015,5,May,Monday,02H - 03H,6,0.02803738318,74,12.33333333
2015,5,May,Monday,03H - 04H,4,0.01869158879,28,7
2015,5,May,Monday,04H - 05H,3,0.01401869159,61,20.33333333
2015,5,May,Monday,05H - 06H,7,0.03271028037,96,13.71428571
2015,5,May,Monday,06H - 07H,240,1.121495327,3859,16.07916667
2015,5,May,Monday,07H - 08H,565,2.640186916,6893,12.2
2015,5,May,Monday,08H - 09H,823,3.845794393,9034,10.97691373
2015,5,May,Monday,09H - 10H,606,2.831775701,7282,12.01650165
2015,5,May,Monday,10H - 11H,365,1.705607477,5581,15.29041096
2015,5,May,Monday,11H - 12H,348,1.626168224,4575,13.14655172
2015,5,May,Monday,12H - 13H,494,2.308411215,19467,39.40688259
2015,5,May,Monday,13H - 14H,431,2.014018692,58680,136.1484919
2015,5,May,Monday,14H - 15H,428,2,5469,12.77803738
2015,5,May,Monday,15H - 16H,424,1.981308411,5667,13.36556604
2015,5,May,Monday,16H - 17H,614,2.869158879,6809,11.08957655
2015,5,May,Monday,17H - 18H,996,4.654205607,12942,12.9939759
2015,5,May,Monday,18H - 19H,853,3.985981308,10145,11.8933177
2015,5,May,Monday,19H - 20H,638,2.981308411,8483,13.29623824
2015,5,May,Monday,20H - 21H,520,2.429906542,10265,19.74038462
2015,5,May,Monday,21H - 22H,327,1.528037383,6614,20.22629969
2015,5,May,Monday,22H - 23H,200,0.9345794393,2013,10.065
2015,5,May,Monday,23H - 24H,106,0.4953271028,1112,10.49056604
2015,5,May,Tuesday,00H - 01H,44,0.2056074766,467,10.61363636
2015,5,May,Tuesday,01H - 02H,17,0.07943925234,156,9.176470588
2015,5,May,Tuesday,02H - 03H,19,0.08878504673,188,9.894736842
2015,5,May,Tuesday,03H - 04H,2,0.009345794393,24,12
2015,5,May,Tuesday,04H - 05H,5,0.02336448598,63,12.6
2015,5,May,Tuesday,05H - 06H,13,0.06074766355,121,9.307692308
2015,5,May,Tuesday,06H - 07H,147,0.6869158879,3308,22.50340136
2015,5,May,Tuesday,07H - 08H,520,2.429906542,6085,11.70192308
2015,5,May,Tuesday,08H - 09H,886,4.140186916,8750,9.875846501
2015,5,May,Tuesday,09H - 10H,640,2.990654206,7073,11.0515625
2015,5,May,Tuesday,10H - 11H,366,1.710280374,5479,14.96994536
2015,5,May,Tuesday,11H - 12H,465,2.172897196,5018,10.79139785
2015,5,May,Tuesday,12H - 13H,606,2.831775701,28425,46.90594059
2015,5,May,Tuesday,13H - 14H,480,2.242990654,10093,21.02708333
2015,5,May,Tuesday,14H - 15H,436,2.037383178,5412,12.41284404
2015,5,May,Tuesday,15H - 16H,491,2.294392523,6519,13.27698574
2015,5,May,Tuesday,16H - 17H,749,3.5,9705,12.95727637
2015,5,May,Tuesday,17H - 18H,1035,4.836448598,15344,14.82512077
2015,5,May,Tuesday,18H - 19H,963,4.5,12735,13.22429907
2015,5,May,Tuesday,19H - 20H,789,3.686915888,11292,14.31178707
2015,5,May,Tuesday,20H - 21H,651,3.042056075,10810,16.60522273
2015,5,May,Tuesday,21H - 22H,449,2.098130841,50582,112.6547884
2015,5,May,Tuesday,22H - 23H,229,1.070093458,2630,11.48471616
2015,5,May,Tuesday,23H - 24H,122,0.5700934579,2382,19.52459016
2015,6,June,Wednesday,00H - 01H,66,0.308411215,650,9.848484848
2015,6,June,Wednesday,01H - 02H,18,0.08411214953,110,6.111111111
2015,6,June,Wednesday,02H - 03H,24,0.1121495327,194,8.083333333
2015,6,June,Wednesday,03H - 04H,17,0.07943925234,150,8.823529412
2015,6,June,Wednesday,04H - 05H,16,0.07476635514,215,13.4375
2015,6,June,Wednesday,05H - 06H,17,0.07943925234,169,9.941176471
2015,6,June,Wednesday,06H - 07H,174,0.8130841121,3298,18.95402299
2015,6,June,Wednesday,07H - 08H,495,2.313084112,5587,11.28686869
2015,6,June,Wednesday,08H - 09H,758,3.542056075,7977,10.5237467
2015,6,June,Wednesday,09H - 10H,598,2.794392523,8159,13.64381271
2015,6,June,Wednesday,10H - 11H,352,1.644859813,5431,15.42897727
2015,6,June,Wednesday,11H - 12H,406,1.897196262,4994,12.30049261
2015,6,June,Wednesday,12H - 13H,538,2.514018692,9669,17.97211896
2015,6,June,Wednesday,13H - 14H,469,2.191588785,6318,13.47121535
2015,6,June,Wednesday,14H - 15H,453,2.11682243,6671,14.72626932
2015,6,June,Wednesday,15H - 16H,448,2.093457944,6291,14.04241071
2015,6,June,Wednesday,16H - 17H,615,2.873831776,8710,14.16260163
2015,6,June,Wednesday,17H - 18H,965,4.509345794,16307,16.8984456
2015,6,June,Wednesday,18H - 19H,962,4.495327103,15014,15.60706861
2015,6,June,Wednesday,19H - 20H,702,3.280373832,9849,14.02991453
2015,6,June,Wednesday,20H - 21H,545,2.546728972,8505,15.60550459
2015,6,June,Wednesday,21H - 22H,379,1.771028037,63541,167.6543536
2015,6,June,Wednesday,22H - 23H,255,1.191588785,2891,11.3372549
2015,6,June,Wednesday,23H - 24H,146,0.6822429907,1604,10.98630137
2015,6,June,Thursday,00H - 01H,68,0.3177570093,727,10.69117647
2015,6,June,Thursday,01H - 02H,34,0.1588785047,335,9.852941176
2015,6,June,Thursday,02H - 03H,18,0.08411214953,165,9.166666667
2015,6,June,Thursday,03H - 04H,3,0.01401869159,20,6.666666667
2015,6,June,Thursday,04H - 05H,4,0.01869158879,52,13
2015,6,June,Thursday,05H - 06H,8,0.03738317757,65,8.125
2015,6,June,Thursday,06H - 07H,181,0.8457943925,3479,19.22099448
2015,6,June,Thursday,07H - 08H,597,2.789719626,14594,24.44556114
2015,6,June,Thursday,08H - 09H,904,4.224299065,10004,11.06637168
2015,6,June,Thursday,09H - 10H,616,2.878504673,7155,11.61525974
2015,6,June,Thursday,10H - 11H,372,1.738317757,14555,39.12634409
2015,6,June,Thursday,11H - 12H,447,2.088785047,5985,13.38926174
2015,6,June,Thursday,12H - 13H,573,2.677570093,6962,12.15008726
2015,6,June,Thursday,13H - 14H,483,2.257009346,5736,11.8757764
2015,6,June,Thursday,14H - 15H,403,1.88317757,5780,14.34243176
2015,6,June,Thursday,15H - 16H,314,1.46728972,4005,12.75477707
2015,6,June,Thursday,16H - 17H,633,2.957943925,7843,12.39020537
2015,6,June,Thursday,17H - 18H,1094,5.112149533,14739,13.4725777
2015,6,June,Thursday,18H - 19H,997,4.658878505,13584,13.62487462
2015,6,June,Thursday,19H - 20H,705,3.294392523,17131,24.29929078
2015,6,June,Thursday,20H - 21H,545,2.546728972,21996,40.35963303
2015,6,June,Thursday,21H - 22H,410,1.91588785,6902,16.83414634
2015,6,June,Thursday,22H - 23H,264,1.23364486,3523,13.34469697
2015,6,June,Thursday,23H - 24H,190,0.8878504673,1896,9.978947368
2015,6,June,Friday,00H - 01H,110,0.5140186916,1088,9.890909091
2015,6,June,Friday,01H - 02H,40,0.1869158879,304,7.6
2015,6,June,Friday,02H - 03H,27,0.1261682243,300,11.11111111
2015,6,June,Friday,03H - 04H,19,0.08878504673,271,14.26315789
2015,6,June,Friday,04H - 05H,16,0.07476635514,159,9.9375
2015,6,June,Friday,05H - 06H,13,0.06074766355,122,9.384615385
2015,6,June,Friday,06H - 07H,212,0.9906542056,3902,18.40566038
